r_id,r_pass_id,r_d_id,r_booked_time,r_status,r_start_time,r_pickup_location,r_drop_location,dist_covered_km,r_drop_location_changed,r_drop_location_changed_to,extra_dist_covered_km,total_dist_covered_km,r_drop_time,ride_fare,ride_tip,ride_cancelled_by_whom,cancellation_reason,penalty,payment_mode,payment_method,payment_mode_changed,payment_mode_changed_to,payment_status,driver_rating,r_v_id,r_shift,ride_surge_charge,coupons_alloted,coupon_used,ride_coupon_id,coupon_discount,coupon_amount,final_amount
R4947,P2180,D1171,2021-09-13 06:32:09,1,2021-09-13 06:47:14,Scheme No. 54,Palasia,17,Y,Manorama Ganj,19,36,2021-09-13 07:35:52,180,50,NA,NA,0,cash,cash,Y,online,completed,1.9,V1410,Early Morning,45.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,275.0
R4948,P1362,D1076,2021-08-09 17:24:22,1,2021-08-09 17:43:15,AB Road (Agra Bombay Road),Navlakha,14,N,location not changed,0,14,2021-08-09 18:27:38,70,0,NA,NA,0,online,upi,N,same mode,completed,3.2,V1476,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,70.0
R4949,P1063,D1077,2021-10-09 18:15:47,1,2021-10-09 18:40:24,Old Palasia,Annapurna Road,18,N,location not changed,0,18,2021-10-09 19:25:21,90,10,NA,NA,0,cash,cash,N,same mode,completed,4.1,V1742,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,100.0
R4950,P1062,D1486,2021-10-21 10:44:26,1,2021-10-21 11:02:29,Nipania,Khandwa Road,20,N,location not changed,0,20,2021-10-21 11:50:32,100,0,NA,NA,0,cash,cash,N,same mode,completed,3.7,V1201,Morning,0.0,"['C0714', 'C1317']",N,No coupon_used,0.0,0.0,100.0
R4951,P2187,D1736,2021-12-30 02:12:58,1,2021-12-30 02:41:23,Vijay Nagar,Navlakha,13,Y,Bicholi Mardana],6,19,2021-12-30 03:14:23,95,50,NA,NA,0,online,wallet,N,same mode,pending,4.8,V1632,Mid Night,23.75,['-'],No coupon alloted,No coupon_used,0.0,0.0,168.75
R4952,P1580,D1483,2021-09-29 15:38:25,1,2021-09-29 16:00:05,Bengali Square,Old Palasia,20,N,location not changed,0,20,2021-09-29 16:25:50,100,10,NA,NA,0,online,wallet,N,same mode,completed,2.4,V1499,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,110.0
R4953,P1448,D1458,2021-05-27 16:01:48,1,2021-05-27 16:26:41,South Tukoganj,Palasia,13,N,location not changed,0,13,2021-05-27 16:56:39,65,0,NA,NA,0,cash,cash,N,same mode,completed,3.6,V1028,Evening,0.0,"['C1062', 'C1364']",N,No coupon_used,0.0,0.0,65.0
R4954,P1325,D1098,2021-09-12 16:36:06,0,NA,Nipania,Bicholi Mardana],0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V1263,Evening,0.0,['C0869'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4955,P1208,D1320,2021-03-24 10:33:16,1,2021-03-24 11:01:05,Geeta Bhawan,Annapurna Road,14,N,location not changed,0,14,2021-03-24 11:58:07,70,10,NA,NA,0,online,credit card,N,same mode,completed,3.2,V1293,Morning,0.0,['C0820'],N,No coupon_used,0.0,0.0,80.0
R4956,P1190,D1607,2021-04-13 02:26:48,1,2021-04-13 02:49:26,Old Palasia,Bengali Square,17,N,location not changed,0,17,2021-04-13 03:01:48,85,0,NA,NA,0,online,credit card,N,same mode,completed,3.8,V1299,Mid Night,21.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,106.25
R4957,P1880,D1101,2021-08-17 21:58:24,1,2021-08-17 22:23:33,Sudama Nagar,South Tukoganj,5,N,location not changed,0,5,2021-08-17 23:02:55,25,10,NA,NA,0,cash,cash,N,same mode,completed,1.5,V1272,Night,0.0,['C0629'],N,No coupon_used,0.0,0.0,35.0
R4958,P1867,D1042,2021-07-13 15:36:18,1,2021-07-13 16:04:13,Palasia,Rajendra Nagar,19,N,location not changed,0,19,2021-07-13 16:52:25,95,10,NA,NA,0,online,debit card,N,same mode,completed,1.8,V1517,Noon,0.0,['C0643'],Y,C0643,5.0,4.75,100.25
R4959,P1539,D1612,2021-03-14 07:00:59,1,2021-03-14 07:24:50,New Palasia,Manorama Ganj,10,N,location not changed,0,10,2021-03-14 08:13:08,50,0,NA,NA,0,cash,cash,N,same mode,completed,2.3,V1555,Early Morning,12.5,['C1177'],N,No coupon_used,0.0,0.0,62.5
R4960,P1379,D1173,2021-02-14 08:51:20,1,2021-02-14 09:08:21,Rajendra Nagar,Vijay Nagar,20,Y,Bengali Square,19,39,2021-02-14 09:33:58,195,0,NA,NA,0,online,debit card,N,same mode,completed,4.7,V1441,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,195.0
R4961,P1481,D1495,2021-11-28 06:09:56,0,NA,AB Road (Agra Bombay Road),Khandwa Road,0,NA,NA,0,0,NA,0,0,Pass,Driver asking more money than the app says,20,NA,NA,NA,NA,NA,NA,V1582,Early Morning,0.0,['C0656'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4962,P1209,D1703,2021-11-08 16:33:36,1,2021-11-08 16:58:34,Silicon City (Rau),Vijay Nagar,12,Y,Annapurna Road,14,26,2021-11-08 17:36:37,130,20,NA,NA,0,cash,cash,N,same mode,completed,3.5,V1235,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,150.0
R4963,P1577,D1348,2021-11-29 00:39:36,0,NA,Nipania,Khandwa Road,0,NA,NA,0,0,NA,0,0,Pass,No cab available,20,NA,NA,NA,NA,NA,NA,V1501,Mid Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4964,P1016,D1585,2021-01-22 07:48:22,1,2021-01-22 08:13:59,Old Palasia,Bengali Square,2,N,location not changed,0,2,2021-01-22 08:45:04,10,20,NA,NA,0,cash,cash,Y,online,completed,2.7,V1392,Early Morning,2.5,"['C0976', 'C1289']",N,No coupon_used,0.0,0.0,32.5
R4965,P1567,D1522,2021-04-21 23:59:28,1,2021-04-22 00:22:13,Old Palasia,Bicholi Mardana],8,N,location not changed,0,8,2021-04-22 01:00:04,40,50,NA,NA,0,cash,cash,N,same mode,completed,4.2,V1054,Night,0.0,['C1208'],N,No coupon_used,0.0,0.0,90.0
R4966,P1628,D0882,2021-11-16 05:16:06,1,2021-11-16 05:44:14,New Palasia,Annapurna Road,17,Y,Sudama Nagar,7,24,2021-11-16 06:38:08,120,20,NA,NA,0,cash,cash,N,same mode,completed,4.4,V1118,Early Morning,30.0,['C0951'],Y,C0951,20.0,24.0,146.0
R4967,P1628,D1390,2021-07-25 15:07:37,1,2021-07-25 15:33:59,Old Palasia,Khandwa Road,16,N,location not changed,0,16,2021-07-25 16:09:07,80,20,NA,NA,0,cash,cash,N,same mode,completed,3.6,V1629,Noon,0.0,['C0951'],N,No coupon_used,0.0,0.0,100.0
R4968,P2005,D1609,2021-10-19 06:50:21,0,NA,Geeta Bhawan,Bengali Square,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V1249,Early Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4969,P1615,D1051,2021-10-31 19:20:03,1,2021-10-31 19:45:06,Old Palasia,Rajendra Nagar,15,N,location not changed,0,15,2021-10-31 20:41:58,75,20,NA,NA,0,online,debit card,Y,cash,completed,2.5,V1003,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,95.0
R4970,P1219,D1132,2021-08-24 21:04:35,1,2021-08-24 21:26:11,Bengali Square,Manorama Ganj,15,N,location not changed,0,15,2021-08-24 22:10:29,75,0,NA,NA,0,online,wallet,N,same mode,completed,4.6,V1233,Night,0.0,['C0650'],N,No coupon_used,0.0,0.0,75.0
R4971,P1793,D1607,2021-09-08 05:40:52,0,NA,Scheme No. 54,Bicholi Mardana],0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V1299,Early Morning,0.0,['C1310'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4972,P1045,D1034,2021-05-19 03:06:09,0,NA,Rau,Bicholi Mardana],0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V1538,Mid Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4973,P1412,D1145,2021-07-29 12:36:18,0,NA,Rajendra Nagar,Navlakha,0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V1411,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4974,P1939,D1092,2021-05-12 23:19:51,1,2021-05-12 23:46:00,Palasia,Vijay Nagar,7,N,location not changed,0,7,2021-05-13 00:25:45,35,10,NA,NA,0,cash,cash,N,same mode,completed,4.4,V1142,Night,0.0,"['C0889', 'C0901', 'C1138']",N,No coupon_used,0.0,0.0,45.0
R4975,P1269,D1168,2021-08-28 20:34:19,0,NA,Khandwa Road,AB Road (Agra Bombay Road),0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V0920,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4976,P1559,D1020,2021-04-16 06:45:35,0,NA,Geeta Bhawan,Bicholi Mardana],0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V1323,Early Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4977,P1193,D0906,2021-09-23 12:24:58,1,2021-09-23 12:43:11,Annapurna Road,Sudama Nagar,16,Y,Geeta Bhawan,2,18,2021-09-23 13:36:36,90,20,NA,NA,0,online,debit card,N,same mode,completed,3.7,V1604,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,110.0
R4978,P2113,D1263,2021-05-10 18:49:27,1,2021-05-10 19:16:37,Annapurna Road,Bicholi Mardana],16,N,location not changed,0,16,2021-05-10 20:04:29,80,20,NA,NA,0,online,credit card,N,same mode,completed,1.2,V0852,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,100.0
R4979,P1616,D1316,2021-11-19 14:07:43,1,2021-11-19 14:31:52,Nipania,Old Palasia,3,N,location not changed,0,3,2021-11-19 15:06:56,15,10,NA,NA,0,online,upi,N,same mode,pending,4.5,V1483,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,25.0
R4980,P1884,D0910,2021-12-24 00:46:13,0,NA,Rajendra Nagar,Manorama Ganj,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V1677,Mid Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4981,P1724,D1539,2021-04-29 23:47:44,1,2021-04-30 00:13:28,Annapurna Road,Bhawarkuan,6,N,location not changed,0,6,2021-04-30 00:28:39,30,0,NA,NA,0,online,upi,N,same mode,completed,2.4,V0888,Night,0.0,['C1202'],N,No coupon_used,0.0,0.0,30.0
R4982,P1804,D1186,2021-06-27 12:40:27,1,2021-06-27 13:03:56,Rau,Geeta Bhawan,6,Y,New Palasia,18,24,2021-06-27 13:41:13,120,10,NA,NA,0,cash,cash,N,same mode,completed,4.5,V1195,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,130.0
R4983,P2019,D0888,2021-09-23 21:21:19,0,NA,Annapurna Road,Vijay Nagar,0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V1261,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4984,P1565,D1200,2021-06-16 09:47:04,1,2021-06-16 10:15:54,Manorama Ganj,New Palasia,11,N,location not changed,0,11,2021-06-16 10:37:10,55,20,NA,NA,0,cash,cash,N,same mode,completed,3.2,V0865,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,75.0
R4985,P1811,D1512,2021-03-28 18:11:05,1,2021-03-28 18:27:48,Navlakha,Old Palasia,18,N,location not changed,0,18,2021-03-28 18:39:59,90,20,NA,NA,0,online,upi,Y,cash,completed,4.9,V0974,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,110.0
R4986,P1649,D1368,2021-05-18 19:36:28,1,2021-05-18 20:04:04,AB Road (Agra Bombay Road),Silicon City (Rau),6,N,location not changed,0,6,2021-05-18 20:41:35,30,50,NA,NA,0,online,wallet,N,same mode,completed,4.3,V1334,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,80.0
R4987,P1590,D1327,2021-07-30 21:30:24,1,2021-07-30 21:50:04,Bengali Square,New Palasia,3,N,location not changed,0,3,2021-07-30 22:50:03,15,20,NA,NA,0,cash,cash,N,same mode,completed,2.3,V1630,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,35.0
R4988,P1116,D1471,2021-05-28 14:40:27,1,2021-05-28 15:02:02,Geeta Bhawan,South Tukoganj,9,N,location not changed,0,9,2021-05-28 15:27:59,45,0,NA,NA,0,cash,cash,N,same mode,completed,3.4,V1404,Noon,0.0,['C0905'],N,No coupon_used,0.0,0.0,45.0
R4989,P1246,D1249,2021-12-18 10:44:07,0,NA,Bicholi Mardana],Vijay Nagar,0,NA,NA,0,0,NA,0,0,Pass,Driver asking more money than the app says,20,NA,NA,NA,NA,NA,NA,V1385,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4990,P1626,D1638,2021-04-27 00:40:27,0,NA,Manorama Ganj,Sudama Nagar,0,NA,NA,0,0,NA,0,0,Pass,Driver asked,20,NA,NA,NA,NA,NA,NA,V1454,Mid Night,0.0,['C1241'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4991,P1010,D1738,2021-05-11 07:54:53,1,2021-05-11 08:23:10,Manorama Ganj,Rau,7,Y,Geeta Bhawan,8,15,2021-05-11 08:55:22,75,50,NA,NA,0,online,debit card,N,same mode,completed,3.3,V1053,Early Morning,18.75,['C0874'],Y,C0874,20.0,15.0,128.75
R4992,P1564,D1449,2021-12-28 12:47:21,1,2021-12-28 13:04:44,Rau,Rajendra Nagar,16,Y,Manorama Ganj,6,22,2021-12-28 13:18:19,110,20,NA,NA,0,cash,cash,N,same mode,completed,3.7,V1533,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,130.0
R4993,P1896,D1283,2021-08-05 14:20:00,0,NA,Bhawarkuan,Annapurna Road,0,NA,NA,0,0,NA,0,0,Pass,Driver asked,20,NA,NA,NA,NA,NA,NA,V1557,Noon,0.0,['C1379'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4994,P1154,D0909,2021-07-17 18:11:36,1,2021-07-17 18:40:04,Annapurna Road,Sudama Nagar,3,N,location not changed,0,3,2021-07-17 19:15:11,15,0,NA,NA,0,online,upi,N,same mode,completed,2.1,V1554,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,15.0
R4995,P1988,D1033,2021-05-08 04:17:20,1,2021-05-08 04:45:14,Manorama Ganj,Khandwa Road,8,Y,Bengali Square,3,11,2021-05-08 05:16:56,55,20,NA,NA,0,cash,cash,N,same mode,completed,2.2,V1439,Early Morning,13.75,['C0637'],N,No coupon_used,0.0,0.0,88.75
R4996,P2016,D1238,2021-11-20 08:57:58,0,NA,Sudama Nagar,Khandwa Road,0,NA,NA,0,0,NA,0,0,Pass,Changed Mood,20,NA,NA,NA,NA,NA,NA,V1324,Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R4997,P1902,D0860,2021-08-23 03:07:12,1,2021-08-23 03:23:09,Nipania,Khandwa Road,2,N,location not changed,0,2,2021-08-23 04:21:57,10,10,NA,NA,0,cash,cash,Y,online,completed,1.4,V1549,Mid Night,2.5,['C1199'],Y,C1199,5.0,0.5,22.0
R4998,P1166,D1404,2021-08-12 03:08:30,1,2021-08-12 03:37:38,Nipania,South Tukoganj,18,Y,New Palasia,15,33,2021-08-12 04:30:01,165,20,NA,NA,0,cash,cash,N,same mode,completed,4.5,V1281,Mid Night,41.25,"['C0788', 'C1197', 'C1350', 'C1380']",N,No coupon_used,0.0,0.0,226.25
R4999,P1988,D1179,2021-11-23 01:31:24,0,NA,Silicon City (Rau),Geeta Bhawan,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V1695,Mid Night,0.0,['C0637'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R5000,P2105,D1537,2021-01-22 17:18:12,0,NA,Scheme No. 54,Palasia,0,NA,NA,0,0,NA,0,0,Pass,No cab available,20,NA,NA,NA,NA,NA,NA,V1598,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R5001,P1471,D1625,2021-01-23 19:21:24,0,NA,South Tukoganj,Old Palasia,0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V1308,Evening,0.0,['C0740'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R5002,P2080,D1532,2021-07-19 22:31:22,1,2021-07-19 22:50:21,Nipania,AB Road (Agra Bombay Road),11,N,location not changed,0,11,2021-07-19 23:00:39,55,10,NA,NA,0,online,credit card,N,same mode,completed,2.1,V1382,Night,0.0,['C0787'],N,No coupon_used,0.0,0.0,65.0
R5003,P2059,D0884,2021-04-27 00:03:17,1,2021-04-27 00:26:16,Rajendra Nagar,South Tukoganj,10,Y,Annapurna Road,5,15,2021-04-27 01:22:33,75,50,NA,NA,0,cash,cash,N,same mode,completed,3.4,V1154,Mid Night,18.75,['C1172'],Y,C1172,5.0,3.75,140.0
R5004,P1762,D1501,2021-10-20 18:53:23,1,2021-10-20 19:15:15,Palasia,Rau,20,N,location not changed,0,20,2021-10-20 19:50:23,100,50,NA,NA,0,online,credit card,N,same mode,completed,1.1,V0937,Evening,0.0,['C1148'],N,No coupon_used,0.0,0.0,150.0
R5005,P1871,D1484,2021-04-29 22:38:27,0,NA,Scheme No. 54,Silicon City (Rau),0,NA,NA,0,0,NA,0,0,D,Bad Location,0,NA,NA,NA,NA,NA,NA,V1121,Night,0.0,['C1108'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R5006,P1575,D1513,2021-09-19 06:00:32,1,2021-09-19 06:20:55,Nipania,Silicon City (Rau),19,N,location not changed,0,19,2021-09-19 07:19:14,95,10,NA,NA,0,online,debit card,Y,cash,pending,1.9,V1399,Early Morning,23.75,['-'],No coupon alloted,No coupon_used,0.0,0.0,128.75
R5007,P1196,D1358,2021-06-03 05:36:55,1,2021-06-03 05:56:13,Rau,AB Road (Agra Bombay Road),3,Y,Annapurna Road,12,15,2021-06-03 06:20:13,75,10,NA,NA,0,online,credit card,N,same mode,completed,4.5,V1257,Early Morning,18.75,['-'],No coupon alloted,No coupon_used,0.0,0.0,103.75
R5008,P1622,D1253,2021-06-13 16:10:39,1,2021-06-13 16:35:55,Old Palasia,Palasia,14,Y,South Tukoganj,15,29,2021-06-13 17:04:33,145,10,NA,NA,0,online,credit card,N,same mode,completed,2.7,V0933,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,155.0
R5009,P1615,D1171,2021-01-18 14:20:00,1,2021-01-18 14:37:25,Palasia,New Palasia,20,N,location not changed,0,20,2021-01-18 15:04:44,100,10,NA,NA,0,online,credit card,N,same mode,completed,4.5,V1410,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,110.0
R5010,P1498,D1284,2021-06-16 22:04:11,1,2021-06-16 22:34:04,Sudama Nagar,Bengali Square,3,N,location not changed,0,3,2021-06-16 22:58:42,15,0,NA,NA,0,cash,cash,N,same mode,completed,4.9,V1644,Night,0.0,['C0877'],Y,C0877,20.0,3.0,12.0
R5011,P1562,D1449,2021-10-25 06:59:51,1,2021-10-25 07:21:00,Navlakha,South Tukoganj,15,Y,Rau,9,24,2021-10-25 08:14:00,120,10,NA,NA,0,cash,cash,N,same mode,completed,2.7,V1533,Early Morning,30.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,160.0
R5012,P1855,D1521,2021-04-28 02:32:07,1,2021-04-28 03:01:58,Old Palasia,Manorama Ganj,10,N,location not changed,0,10,2021-04-28 03:30:09,50,10,NA,NA,0,online,upi,N,same mode,completed,3.6,V1320,Mid Night,12.5,['-'],No coupon alloted,No coupon_used,0.0,0.0,72.5
R5013,P1174,D1679,2021-10-08 03:20:34,1,2021-10-08 03:47:25,Rau,South Tukoganj,2,N,location not changed,0,2,2021-10-08 04:01:38,10,0,NA,NA,0,online,credit card,N,same mode,completed,3.2,V1416,Mid Night,2.5,['-'],No coupon alloted,No coupon_used,0.0,0.0,12.5
R5014,P1306,D1693,2021-07-17 23:02:54,1,2021-07-17 23:25:54,AB Road (Agra Bombay Road),Scheme No. 54,11,N,location not changed,0,11,2021-07-18 00:01:29,55,10,NA,NA,0,cash,cash,N,same mode,completed,1.5,V1101,Night,0.0,['C1329'],Y,C1329,5.0,2.75,62.25
R5015,P1389,D1079,2021-02-27 16:14:08,1,2021-02-27 16:30:34,New Palasia,Geeta Bhawan,18,Y,Bhawarkuan,15,33,2021-02-27 17:08:04,165,50,NA,NA,0,online,upi,N,same mode,pending,1.3,V1529,Evening,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,215.0
R5016,P2070,D1718,2021-09-26 15:00:35,1,2021-09-26 15:29:48,South Tukoganj,Rau,15,N,location not changed,0,15,2021-09-26 16:12:40,75,0,NA,NA,0,cash,cash,N,same mode,completed,1.9,V0938,Noon,0.0,"['C0724', 'C1111']",N,No coupon_used,0.0,0.0,75.0
R5017,P2076,D1026,2021-01-01 00:33:57,0,NA,Old Palasia,AB Road (Agra Bombay Road),0,NA,NA,0,0,NA,0,0,D,Passenger Unreachable,0,NA,NA,NA,NA,NA,NA,V0941,Mid Night,0.0,['C0926'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R5018,P1635,D1713,2021-03-16 22:06:43,1,2021-03-16 22:30:08,Geeta Bhawan,AB Road (Agra Bombay Road),14,Y,New Palasia,13,27,2021-03-16 23:10:30,135,50,NA,NA,0,cash,cash,N,same mode,completed,2.2,V1289,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,185.0
R5019,P1523,D1031,2021-04-26 14:17:50,1,2021-04-26 14:32:59,Rajendra Nagar,Navlakha,6,N,location not changed,0,6,2021-04-26 15:00:27,30,0,NA,NA,0,online,credit card,N,same mode,completed,4.6,V1716,Noon,0.0,['C0733'],Y,C0733,20.0,6.0,24.0
R5020,P1886,D1715,2021-01-15 02:10:08,0,NA,Navlakha,New Palasia,0,NA,NA,0,0,NA,0,0,Pass,No cab available,20,NA,NA,NA,NA,NA,NA,V1464,Mid Night,0.0,['C1131'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R5021,P1984,D1571,2021-11-20 15:21:44,1,2021-11-20 15:47:56,Palasia,Geeta Bhawan,14,N,location not changed,0,14,2021-11-20 16:41:29,70,0,NA,NA,0,online,credit card,N,same mode,pending,2.1,V1660,Noon,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,70.0
R5022,P1949,D1252,2021-02-14 12:43:16,1,2021-02-14 12:59:55,South Tukoganj,Bicholi Mardana],7,Y,Manorama Ganj,14,21,2021-02-14 13:10:33,105,50,NA,NA,0,cash,cash,N,same mode,completed,4.8,V1089,Noon,0.0,['C0992'],N,No coupon_used,0.0,0.0,155.0
R5023,P1459,D1169,2021-07-17 07:01:14,1,2021-07-17 07:17:36,Silicon City (Rau),Manorama Ganj,10,N,location not changed,0,10,2021-07-17 07:44:57,50,10,NA,NA,0,online,debit card,N,same mode,failed,1.6,V1707,Early Morning,12.5,"['C1165', 'C1321']",Y,C1165,5.0,2.5,70.0
R5024,P1993,D1612,2021-01-08 06:38:21,1,2021-01-08 06:57:13,Khandwa Road,Manorama Ganj,4,N,location not changed,0,4,2021-01-08 07:18:48,20,20,NA,NA,0,cash,cash,N,same mode,completed,4.3,V1555,Early Morning,5.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,45.0
R5025,P1290,D1233,2021-11-22 04:08:09,1,2021-11-22 04:25:15,Old Palasia,Bengali Square,2,Y,Nipania,3,5,2021-11-22 05:15:05,25,10,NA,NA,0,online,wallet,Y,cash,completed,3.6,V1520,Early Morning,6.25,['-'],No coupon alloted,No coupon_used,0.0,0.0,41.25
R5026,P1232,D1635,2021-02-16 21:53:23,1,2021-02-16 22:23:05,South Tukoganj,Bhawarkuan,5,N,location not changed,0,5,2021-02-16 22:40:51,25,0,NA,NA,0,online,credit card,N,same mode,completed,4.9,V0908,Night,0.0,"['C0791', 'C1034', 'C1125']",Y,C1125,20.0,5.0,20.0
R5027,P1648,D1272,2021-10-27 23:25:08,1,2021-10-27 23:52:30,Geeta Bhawan,Navlakha,13,Y,Bengali Square,3,16,2021-10-28 00:45:57,80,50,NA,NA,0,online,upi,N,same mode,completed,3.2,V0866,Night,0.0,['C1079'],Y,C1079,20.0,16.0,114.0
R5028,P1788,D1056,2021-12-26 02:29:46,0,NA,Manorama Ganj,Old Palasia,0,NA,NA,0,0,NA,0,0,Pass,Driver asked,20,NA,NA,NA,NA,NA,NA,V0953,Mid Night,0.0,"['C1192', 'C1245']",No coupon alloted,No coupon_used,0.0,0.0,0.0
R5029,P2200,D1029,2021-01-23 10:21:45,0,NA,Geeta Bhawan,Sudama Nagar,0,NA,NA,0,0,NA,0,0,Pass,Driver asking more money than the app says,20,NA,NA,NA,NA,NA,NA,V0914,Morning,0.0,['C0922'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R5030,P1671,D0954,2021-01-01 18:18:15,0,NA,Khandwa Road,Navlakha,0,NA,NA,0,0,NA,0,0,Pass,Driver Unreachable,20,NA,NA,NA,NA,NA,NA,V0902,Evening,0.0,['C0814'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R5031,P1605,D0872,2021-05-30 08:55:08,1,2021-05-30 09:22:38,Navlakha,New Palasia,12,Y,Bengali Square,12,24,2021-05-30 09:53:48,120,50,NA,NA,0,online,credit card,N,same mode,completed,2.7,V1229,Morning,0.0,"['C0711', 'C0735']",N,No coupon_used,0.0,0.0,170.0
R5032,P1358,D1071,2021-08-21 08:24:41,1,2021-08-21 08:54:11,New Palasia,Scheme No. 54,19,N,location not changed,0,19,2021-08-21 09:45:47,95,10,NA,NA,0,online,wallet,N,same mode,completed,2.7,V1271,Morning,0.0,"['C0932', 'C1398']",Y,C1398,15.0,14.25,90.75
R5033,P1255,D1291,2021-02-14 04:32:00,0,NA,Navlakha,Sudama Nagar,0,NA,NA,0,0,NA,0,0,Pass,Driver asked,20,NA,NA,NA,NA,NA,NA,V1073,Early Morning,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
R5034,P1817,D1555,2021-04-04 15:53:59,1,2021-04-04 16:13:32,AB Road (Agra Bombay Road),Scheme No. 54,15,N,location not changed,0,15,2021-04-04 16:55:37,75,0,NA,NA,0,cash,cash,N,same mode,completed,1.4,V1259,Noon,0.0,['C1083'],N,No coupon_used,0.0,0.0,75.0
R5035,P1303,D1167,2021-02-14 02:53:19,1,2021-02-14 03:09:29,Bhawarkuan,Old Palasia,17,N,location not changed,0,17,2021-02-14 03:24:48,85,10,NA,NA,0,cash,cash,N,same mode,completed,1.7,V1484,Mid Night,21.25,['C1244'],N,No coupon_used,0.0,0.0,116.25
R5036,P1461,D0937,2021-04-16 22:02:35,0,NA,Navlakha,Rau,0,NA,NA,0,0,NA,0,0,Pass,Driver asking more money than the app says,20,NA,NA,NA,NA,NA,NA,V1060,Night,0.0,['-'],No coupon alloted,No coupon_used,0.0,0.0,0.0
