r_id,feedback_id,v_id,v_type,questions,answers
R5934,F3534,V0897,Auto,how was the drivers behavior,1
R5935,F3535,V1685,Auto,rate the cleanliness of your cab,1
R5935,F3535,V1685,Auto,how was the drivers behavior,2
R5937,F3537,V1338,Auto,rate the cleanliness of your cab,4
R5937,F3537,V1338,Auto,how was the drivers behavior,1
R5938,F3538,V1449,Auto,rate the cleanliness of your cab,1
R5938,F3538,V1449,Auto,how was the drivers behavior,1
R5939,F3539,V1696,Auto,rate the cleanliness of your cab,2
R5939,F3539,V1696,Auto,how was the drivers behavior,1
R5940,F3540,V1407,Bike,rate the use of helmet of your driver,2
R5940,F3540,V1407,Bike,rate the friendliness of your driver,3
R5943,F3543,V1253,Auto,rate the cleanliness of your cab,1
R5943,F3543,V1253,Auto,how was the drivers behavior,3
R5944,F3544,V1220,Auto,rate the cleanliness of your cab,4
R5944,F3544,V1220,Auto,how was the drivers behavior,3
R5945,F3545,V1126,Auto,rate the cleanliness of your cab,2
R5945,F3545,V1126,Auto,how was the drivers behavior,3
R5946,F3546,V1412,Auto,rate the cleanliness of your cab,1
R5946,F3546,V1412,Auto,how was the drivers behavior,2
R5947,F3547,V1337,Auto,rate the cleanliness of your cab,4
R5947,F3547,V1337,Auto,how was the drivers behavior,4
R5948,F3548,V1357,Four wheeler,rate the cleanliness of your cab,2
R5948,F3548,V1357,Four wheeler,how was the drivers behavior,2
R5950,F3550,V0863,Four wheeler,rate the cleanliness of your cab,3
R5950,F3550,V0863,Four wheeler,how was the drivers behavior,3
R5953,F3553,V1050,Four wheeler,rate the cleanliness of your cab,2
R5953,F3553,V1050,Four wheeler,how was the drivers behavior,4
R5955,F3555,V0939,Auto,rate the cleanliness of your cab,3
R5955,F3555,V0939,Auto,how was the drivers behavior,4
R5956,F3556,V1568,Four wheeler,rate the cleanliness of your cab,2
R5956,F3556,V1568,Four wheeler,how was the drivers behavior,3
R5957,F3557,V0974,Auto,rate the cleanliness of your cab,1
R5957,F3557,V0974,Auto,how was the drivers behavior,3
R5958,F3558,V0969,Four wheeler,rate the cleanliness of your cab,3
R5958,F3558,V0969,Four wheeler,how was the drivers behavior,4
R5961,F3561,V1309,Bike,rate the use of helmet of your driver,1
R5961,F3561,V1309,Bike,rate the friendliness of your driver,2
R5962,F3562,V1080,Auto,rate the cleanliness of your cab,3
R5962,F3562,V1080,Auto,how was the drivers behavior,3
R5963,F3563,V1263,Bike,rate the use of helmet of your driver,4
R5963,F3563,V1263,Bike,rate the friendliness of your driver,4
R5965,F3565,V1313,Four wheeler,rate the cleanliness of your cab,4
R5965,F3565,V1313,Four wheeler,how was the drivers behavior,2
R5966,F3566,V1327,Four wheeler,rate the cleanliness of your cab,3
R5966,F3566,V1327,Four wheeler,how was the drivers behavior,2
R5967,F3567,V1230,Auto,rate the cleanliness of your cab,4
R5967,F3567,V1230,Auto,how was the drivers behavior,3
R5968,F3568,V1198,Four wheeler,rate the cleanliness of your cab,1
R5968,F3568,V1198,Four wheeler,how was the drivers behavior,1
R5971,F3571,V1471,Auto,rate the cleanliness of your cab,3
R5971,F3571,V1471,Auto,how was the drivers behavior,1
R5973,F3573,V1009,Auto,rate the cleanliness of your cab,1
R5973,F3573,V1009,Auto,how was the drivers behavior,3
R5974,F3574,V1606,Bike,rate the use of helmet of your driver,1
R5974,F3574,V1606,Bike,rate the friendliness of your driver,3
R5975,F3575,V1006,Auto,rate the cleanliness of your cab,4
R5975,F3575,V1006,Auto,how was the drivers behavior,1
R5976,F3576,V1257,Bike,rate the use of helmet of your driver,4
R5976,F3576,V1257,Bike,rate the friendliness of your driver,2
R5977,F3577,V1363,Auto,rate the cleanliness of your cab,4
R5977,F3577,V1363,Auto,how was the drivers behavior,4
R5978,F3578,V1644,Four wheeler,rate the cleanliness of your cab,4
R5978,F3578,V1644,Four wheeler,how was the drivers behavior,1
R5979,F3579,V0896,Auto,rate the cleanliness of your cab,1
R5979,F3579,V0896,Auto,how was the drivers behavior,4
R5980,F3580,V1210,Auto,rate the cleanliness of your cab,1
R5980,F3580,V1210,Auto,how was the drivers behavior,3
R5981,F3581,V0964,Auto,rate the cleanliness of your cab,4
R5981,F3581,V0964,Auto,how was the drivers behavior,1
R5982,F3582,V1181,Four wheeler,rate the cleanliness of your cab,4
R5982,F3582,V1181,Four wheeler,how was the drivers behavior,1
R5983,F3583,V1333,Four wheeler,rate the cleanliness of your cab,2
R5983,F3583,V1333,Four wheeler,how was the drivers behavior,4
R5985,F3585,V1018,Auto,rate the cleanliness of your cab,4
R5985,F3585,V1018,Auto,how was the drivers behavior,2
R5986,F3586,V1583,Four wheeler,rate the cleanliness of your cab,3
R5986,F3586,V1583,Four wheeler,how was the drivers behavior,1
R5988,F3588,V1600,Auto,rate the cleanliness of your cab,1
R5988,F3588,V1600,Auto,how was the drivers behavior,1
R5991,F3591,V1098,Bike,rate the use of helmet of your driver,1
R5991,F3591,V1098,Bike,rate the friendliness of your driver,2
R5992,F3592,V1429,Auto,rate the cleanliness of your cab,1
R5992,F3592,V1429,Auto,how was the drivers behavior,1
R5993,F3593,V1746,Bike,rate the use of helmet of your driver,3
R5993,F3593,V1746,Bike,rate the friendliness of your driver,4
R5994,F3594,V1455,Auto,rate the cleanliness of your cab,2
R5994,F3594,V1455,Auto,how was the drivers behavior,1
R5995,F3595,V1390,Auto,rate the cleanliness of your cab,4
R5995,F3595,V1390,Auto,how was the drivers behavior,4
R5996,F3596,V1332,Bike,rate the use of helmet of your driver,4
R5996,F3596,V1332,Bike,rate the friendliness of your driver,2
R5997,F3597,V0935,Auto,rate the cleanliness of your cab,2
R5997,F3597,V0935,Auto,how was the drivers behavior,2
R5998,F3598,V1195,Auto,rate the cleanliness of your cab,3
R5998,F3598,V1195,Auto,how was the drivers behavior,2
R5999,F3599,V1621,Auto,rate the cleanliness of your cab,3
R5999,F3599,V1621,Auto,how was the drivers behavior,3
R6000,F3600,V0940,Auto,rate the cleanliness of your cab,2
R6000,F3600,V0940,Auto,how was the drivers behavior,2
R6002,F3602,V1021,Auto,rate the cleanliness of your cab,2
R6002,F3602,V1021,Auto,how was the drivers behavior,3
R6003,F3603,V1409,Bike,rate the use of helmet of your driver,4
R6003,F3603,V1409,Bike,rate the friendliness of your driver,3
R6005,F3605,V0886,Four wheeler,rate the cleanliness of your cab,2
R6005,F3605,V0886,Four wheeler,how was the drivers behavior,2
R6007,F3607,V1479,Bike,rate the use of helmet of your driver,4
R6007,F3607,V1479,Bike,rate the friendliness of your driver,2
R6008,F3608,V1285,Auto,rate the cleanliness of your cab,2
R6008,F3608,V1285,Auto,how was the drivers behavior,2
R6012,F3612,V0910,Auto,rate the cleanliness of your cab,2
R6012,F3612,V0910,Auto,how was the drivers behavior,3
R6013,F3613,V1691,Auto,rate the cleanliness of your cab,4
R6013,F3613,V1691,Auto,how was the drivers behavior,4
R6014,F3614,V1067,Auto,rate the cleanliness of your cab,1
R6014,F3614,V1067,Auto,how was the drivers behavior,2
R6015,F3615,V0968,Auto,rate the cleanliness of your cab,2
R6015,F3615,V0968,Auto,how was the drivers behavior,4
R6016,F3616,V1729,Four wheeler,rate the cleanliness of your cab,1
R6016,F3616,V1729,Four wheeler,how was the drivers behavior,3
R6019,F3619,V0982,Four wheeler,rate the cleanliness of your cab,4
R6019,F3619,V0982,Four wheeler,how was the drivers behavior,1
R6020,F3620,V1250,Bike,rate the use of helmet of your driver,4
R6020,F3620,V1250,Bike,rate the friendliness of your driver,3
R6021,F3621,V1698,Bike,rate the use of helmet of your driver,2
R6021,F3621,V1698,Bike,rate the friendliness of your driver,3
R6022,F3622,V1691,Auto,rate the cleanliness of your cab,1
R6022,F3622,V1691,Auto,how was the drivers behavior,1
R6024,F3624,V1710,Auto,rate the cleanliness of your cab,4
R6024,F3624,V1710,Auto,how was the drivers behavior,4
R6025,F3625,V1584,Auto,rate the cleanliness of your cab,4
R6025,F3625,V1584,Auto,how was the drivers behavior,1
R6026,F3626,V0947,Auto,rate the cleanliness of your cab,2
R6026,F3626,V0947,Auto,how was the drivers behavior,3
R6028,F3628,V1566,Auto,rate the cleanliness of your cab,4
R6028,F3628,V1566,Auto,how was the drivers behavior,2
R6030,F3630,V1598,Auto,rate the cleanliness of your cab,4
R6030,F3630,V1598,Auto,how was the drivers behavior,2
R6036,F3636,V1521,Auto,rate the cleanliness of your cab,4
R6036,F3636,V1521,Auto,how was the drivers behavior,1
R6038,F3638,V1011,Four wheeler,rate the cleanliness of your cab,4
R6038,F3638,V1011,Four wheeler,how was the drivers behavior,2
R6039,F3639,V1725,Bike,rate the use of helmet of your driver,3
R6039,F3639,V1725,Bike,rate the friendliness of your driver,3
R6042,F3642,V1386,Four wheeler,rate the cleanliness of your cab,4
R6042,F3642,V1386,Four wheeler,how was the drivers behavior,1
R6043,F3643,V1690,Bike,rate the use of helmet of your driver,4
R6043,F3643,V1690,Bike,rate the friendliness of your driver,4
R6044,F3644,V1525,Auto,rate the cleanliness of your cab,2
R6044,F3644,V1525,Auto,how was the drivers behavior,3
R6045,F3645,V0967,Bike,rate the use of helmet of your driver,4
R6045,F3645,V0967,Bike,rate the friendliness of your driver,4
R6048,F3648,V1296,Auto,rate the cleanliness of your cab,4
R6048,F3648,V1296,Auto,how was the drivers behavior,2
R6049,F3649,V1247,Four wheeler,rate the cleanliness of your cab,2
R6049,F3649,V1247,Four wheeler,how was the drivers behavior,3
R6050,F3650,V1654,Auto,rate the cleanliness of your cab,4
R6050,F3650,V1654,Auto,how was the drivers behavior,1
R6053,F3653,V0948,Bike,rate the use of helmet of your driver,1
R6053,F3653,V0948,Bike,rate the friendliness of your driver,1
R6054,F3654,V1207,Bike,rate the use of helmet of your driver,2
R6054,F3654,V1207,Bike,rate the friendliness of your driver,1
R6055,F3655,V0921,Four wheeler,rate the cleanliness of your cab,3
R6055,F3655,V0921,Four wheeler,how was the drivers behavior,2
R6059,F3659,V1407,Bike,rate the use of helmet of your driver,1
R6059,F3659,V1407,Bike,rate the friendliness of your driver,1
R6060,F3660,V1734,Auto,rate the cleanliness of your cab,4
R6060,F3660,V1734,Auto,how was the drivers behavior,3
R6061,F3661,V1489,Four wheeler,rate the cleanliness of your cab,3
R6061,F3661,V1489,Four wheeler,how was the drivers behavior,3
R6062,F3662,V1463,Auto,rate the cleanliness of your cab,1
R6062,F3662,V1463,Auto,how was the drivers behavior,1
R6063,F3663,V0988,Bike,rate the use of helmet of your driver,3
R6063,F3663,V0988,Bike,rate the friendliness of your driver,2
R6064,F3664,V1199,Auto,rate the cleanliness of your cab,1
R6064,F3664,V1199,Auto,how was the drivers behavior,2
R6065,F3665,V1582,Auto,rate the cleanliness of your cab,3
R6065,F3665,V1582,Auto,how was the drivers behavior,1
R6066,F3666,V0897,Auto,rate the cleanliness of your cab,2
R6066,F3666,V0897,Auto,how was the drivers behavior,3
R6067,F3667,V1691,Auto,rate the cleanliness of your cab,4
R6067,F3667,V1691,Auto,how was the drivers behavior,3
R6069,F3669,V1435,Auto,rate the cleanliness of your cab,4
R6069,F3669,V1435,Auto,how was the drivers behavior,1
R6070,F3670,V1676,Auto,rate the cleanliness of your cab,2
R6070,F3670,V1676,Auto,how was the drivers behavior,2
R6072,F3672,V1297,Bike,rate the use of helmet of your driver,4
R6072,F3672,V1297,Bike,rate the friendliness of your driver,4
R6073,F3673,V0985,Auto,rate the cleanliness of your cab,4
R6073,F3673,V0985,Auto,how was the drivers behavior,1
R6075,F3675,V1183,Auto,rate the cleanliness of your cab,4
R6075,F3675,V1183,Auto,how was the drivers behavior,2
R6076,F3676,V1142,Four wheeler,rate the cleanliness of your cab,4
R6076,F3676,V1142,Four wheeler,how was the drivers behavior,4
R6077,F3677,V1056,Bike,rate the use of helmet of your driver,1
R6077,F3677,V1056,Bike,rate the friendliness of your driver,4
R6078,F3678,V1126,Auto,rate the cleanliness of your cab,1
R6078,F3678,V1126,Auto,how was the drivers behavior,4
R6079,F3679,V1107,Four wheeler,rate the cleanliness of your cab,4
R6079,F3679,V1107,Four wheeler,how was the drivers behavior,3
R6082,F3682,V1536,Four wheeler,rate the cleanliness of your cab,3
R6082,F3682,V1536,Four wheeler,how was the drivers behavior,1
R6084,F3684,V1684,Four wheeler,rate the cleanliness of your cab,3
R6084,F3684,V1684,Four wheeler,how was the drivers behavior,3
R6085,F3685,V1692,Bike,rate the use of helmet of your driver,2
R6085,F3685,V1692,Bike,rate the friendliness of your driver,4
R6086,F3686,V1077,Bike,rate the use of helmet of your driver,1
R6086,F3686,V1077,Bike,rate the friendliness of your driver,3
R6090,F3690,V1617,Four wheeler,rate the cleanliness of your cab,4
R6090,F3690,V1617,Four wheeler,how was the drivers behavior,3
R6091,F3691,V1609,Four wheeler,rate the cleanliness of your cab,1
R6091,F3691,V1609,Four wheeler,how was the drivers behavior,3
R6092,F3692,V0893,Four wheeler,rate the cleanliness of your cab,1
R6092,F3692,V0893,Four wheeler,how was the drivers behavior,4
R6093,F3693,V1434,Bike,rate the use of helmet of your driver,1
R6093,F3693,V1434,Bike,rate the friendliness of your driver,4
R6094,F3694,V1005,Auto,rate the cleanliness of your cab,4
R6094,F3694,V1005,Auto,how was the drivers behavior,3
R6095,F3695,V1587,Auto,rate the cleanliness of your cab,1
R6095,F3695,V1587,Auto,how was the drivers behavior,2
R6096,F3696,V1225,Auto,rate the cleanliness of your cab,2
R6096,F3696,V1225,Auto,how was the drivers behavior,4
R6097,F3697,V1255,Bike,rate the use of helmet of your driver,3
R6097,F3697,V1255,Bike,rate the friendliness of your driver,1
R6098,F3698,V1006,Auto,rate the cleanliness of your cab,4
R6098,F3698,V1006,Auto,how was the drivers behavior,2
R6099,F3699,V0996,Auto,rate the cleanliness of your cab,2
R6099,F3699,V0996,Auto,how was the drivers behavior,1
R6101,F3701,V1601,Auto,rate the cleanliness of your cab,3
R6101,F3701,V1601,Auto,how was the drivers behavior,1
R6102,F3702,V1099,Four wheeler,rate the cleanliness of your cab,2
R6102,F3702,V1099,Four wheeler,how was the drivers behavior,1
R6104,F3704,V1093,Auto,rate the cleanliness of your cab,2
R6104,F3704,V1093,Auto,how was the drivers behavior,1
R6105,F3705,V0959,Auto,rate the cleanliness of your cab,4
R6105,F3705,V0959,Auto,how was the drivers behavior,3
R6107,F3707,V1640,Bike,rate the use of helmet of your driver,4
R6107,F3707,V1640,Bike,rate the friendliness of your driver,2
R6108,F3708,V1589,Auto,rate the cleanliness of your cab,3
R6108,F3708,V1589,Auto,how was the drivers behavior,2
R6109,F3709,V1408,Auto,rate the cleanliness of your cab,2
R6109,F3709,V1408,Auto,how was the drivers behavior,3
R6110,F3710,V0969,Four wheeler,rate the cleanliness of your cab,1
R6110,F3710,V0969,Four wheeler,how was the drivers behavior,2
R6111,F3711,V1612,Auto,rate the cleanliness of your cab,3
R6111,F3711,V1612,Auto,how was the drivers behavior,2
R6112,F3712,V1486,Four wheeler,rate the cleanliness of your cab,4
R6112,F3712,V1486,Four wheeler,how was the drivers behavior,3
R6115,F3715,V1618,Four wheeler,rate the cleanliness of your cab,1
R6115,F3715,V1618,Four wheeler,how was the drivers behavior,4
R6117,F3717,V1618,Four wheeler,rate the cleanliness of your cab,1
R6117,F3717,V1618,Four wheeler,how was the drivers behavior,2
R6118,F3718,V1051,Four wheeler,rate the cleanliness of your cab,3
R6118,F3718,V1051,Four wheeler,how was the drivers behavior,3
R6119,F3719,V1350,Auto,rate the cleanliness of your cab,2
R6119,F3719,V1350,Auto,how was the drivers behavior,3
R6120,F3720,V1034,Four wheeler,rate the cleanliness of your cab,2
R6120,F3720,V1034,Four wheeler,how was the drivers behavior,2
R6122,F3722,V1729,Four wheeler,rate the cleanliness of your cab,3
R6122,F3722,V1729,Four wheeler,how was the drivers behavior,4
R6123,F3723,V1554,Auto,rate the cleanliness of your cab,1
R6123,F3723,V1554,Auto,how was the drivers behavior,3
R6125,F3725,V1724,Four wheeler,rate the cleanliness of your cab,3
R6125,F3725,V1724,Four wheeler,how was the drivers behavior,1
R6126,F3726,V1275,Auto,rate the cleanliness of your cab,2
R6126,F3726,V1275,Auto,how was the drivers behavior,3
R6127,F3727,V0963,Auto,rate the cleanliness of your cab,3
R6127,F3727,V0963,Auto,how was the drivers behavior,4
R6131,F3731,V1009,Auto,rate the cleanliness of your cab,3
R6131,F3731,V1009,Auto,how was the drivers behavior,1
R6133,F3733,V0981,Four wheeler,rate the cleanliness of your cab,4
R6133,F3733,V0981,Four wheeler,how was the drivers behavior,1
R6134,F3734,V1715,Auto,rate the cleanliness of your cab,4
R6134,F3734,V1715,Auto,how was the drivers behavior,4
R6135,F3735,V1590,Four wheeler,rate the cleanliness of your cab,2
R6135,F3735,V1590,Four wheeler,how was the drivers behavior,4
R6136,F3736,V1319,Auto,rate the cleanliness of your cab,4
R6136,F3736,V1319,Auto,how was the drivers behavior,3
R6137,F3737,V1746,Bike,rate the use of helmet of your driver,4
R6137,F3737,V1746,Bike,rate the friendliness of your driver,2
R6138,F3738,V1559,Auto,rate the cleanliness of your cab,3
R6138,F3738,V1559,Auto,how was the drivers behavior,2
R6139,F3739,V1562,Four wheeler,rate the cleanliness of your cab,1
R6139,F3739,V1562,Four wheeler,how was the drivers behavior,3
R6140,F3740,V1210,Auto,rate the cleanliness of your cab,1
R6140,F3740,V1210,Auto,how was the drivers behavior,2
R6141,F3741,V1443,Four wheeler,rate the cleanliness of your cab,4
R6141,F3741,V1443,Four wheeler,how was the drivers behavior,4
R6142,F3742,V1545,Auto,rate the cleanliness of your cab,4
R6142,F3742,V1545,Auto,how was the drivers behavior,4
R6143,F3743,V1100,Auto,rate the cleanliness of your cab,1
R6143,F3743,V1100,Auto,how was the drivers behavior,3
R6145,F3745,V1673,Auto,rate the cleanliness of your cab,2
R6145,F3745,V1673,Auto,how was the drivers behavior,2
R6146,F3746,V1549,Bike,rate the use of helmet of your driver,4
R6146,F3746,V1549,Bike,rate the friendliness of your driver,3
R6147,F3747,V1251,Auto,rate the cleanliness of your cab,2
R6147,F3747,V1251,Auto,how was the drivers behavior,1
R6148,F3748,V1300,Auto,rate the cleanliness of your cab,1
R6148,F3748,V1300,Auto,how was the drivers behavior,4
R6149,F3749,V1744,Four wheeler,rate the cleanliness of your cab,2
R6149,F3749,V1744,Four wheeler,how was the drivers behavior,1
R6150,F3750,V1197,Auto,rate the cleanliness of your cab,3
R6150,F3750,V1197,Auto,how was the drivers behavior,3
R6152,F3752,V1119,Four wheeler,rate the cleanliness of your cab,1
R6152,F3752,V1119,Four wheeler,how was the drivers behavior,2
R6153,F3753,V1295,Four wheeler,rate the cleanliness of your cab,4
R6153,F3753,V1295,Four wheeler,how was the drivers behavior,1
R6154,F3754,V1566,Auto,rate the cleanliness of your cab,4
R6154,F3754,V1566,Auto,how was the drivers behavior,3
R6156,F3756,V1493,Bike,rate the use of helmet of your driver,4
R6156,F3756,V1493,Bike,rate the friendliness of your driver,2
R6159,F3759,V1243,Auto,rate the cleanliness of your cab,2
R6159,F3759,V1243,Auto,how was the drivers behavior,4
R6162,F3762,V1070,Four wheeler,rate the cleanliness of your cab,1
R6162,F3762,V1070,Four wheeler,how was the drivers behavior,1
R6163,F3763,V1307,Bike,rate the use of helmet of your driver,2
R6163,F3763,V1307,Bike,rate the friendliness of your driver,3
R6166,F3766,V1677,Four wheeler,rate the cleanliness of your cab,3
R6166,F3766,V1677,Four wheeler,how was the drivers behavior,3
R6167,F3767,V0985,Auto,rate the cleanliness of your cab,4
R6167,F3767,V0985,Auto,how was the drivers behavior,4
R6168,F3768,V1302,Auto,rate the cleanliness of your cab,2
R6168,F3768,V1302,Auto,how was the drivers behavior,3
R6169,F3769,V1679,Auto,rate the cleanliness of your cab,3
R6169,F3769,V1679,Auto,how was the drivers behavior,2
R6170,F3770,V0867,Auto,rate the cleanliness of your cab,3
R6170,F3770,V0867,Auto,how was the drivers behavior,1
R6171,F3771,V1619,Auto,rate the cleanliness of your cab,2
R6171,F3771,V1619,Auto,how was the drivers behavior,1
R6173,F3773,V0875,Auto,rate the cleanliness of your cab,2
R6173,F3773,V0875,Auto,how was the drivers behavior,4
R6174,F3774,V1010,Auto,rate the cleanliness of your cab,2
R6174,F3774,V1010,Auto,how was the drivers behavior,4
R6175,F3775,V1108,Auto,rate the cleanliness of your cab,3
R6175,F3775,V1108,Auto,how was the drivers behavior,3
R6177,F3777,V0971,Auto,rate the cleanliness of your cab,3
R6177,F3777,V0971,Auto,how was the drivers behavior,4
R6178,F3778,V1026,Four wheeler,rate the cleanliness of your cab,1
R6178,F3778,V1026,Four wheeler,how was the drivers behavior,4
R6179,F3779,V0967,Bike,rate the use of helmet of your driver,4
R6179,F3779,V0967,Bike,rate the friendliness of your driver,3
R6183,F3783,V1440,Auto,rate the cleanliness of your cab,3
R6183,F3783,V1440,Auto,how was the drivers behavior,1
R6185,F3785,V1521,Auto,rate the cleanliness of your cab,2
R6185,F3785,V1521,Auto,how was the drivers behavior,2
R6191,F3791,V1242,Auto,rate the cleanliness of your cab,2
R6191,F3791,V1242,Auto,how was the drivers behavior,2
R6193,F3793,V1001,Auto,rate the cleanliness of your cab,4
R6193,F3793,V1001,Auto,how was the drivers behavior,2
R6195,F3795,V1709,Auto,rate the cleanliness of your cab,2
R6195,F3795,V1709,Auto,how was the drivers behavior,3
R6196,F3796,V1368,Auto,rate the cleanliness of your cab,4
R6196,F3796,V1368,Auto,how was the drivers behavior,3
R6197,F3797,V0983,Bike,rate the use of helmet of your driver,2
R6197,F3797,V0983,Bike,rate the friendliness of your driver,3
R6198,F3798,V1256,Bike,rate the use of helmet of your driver,1
R6198,F3798,V1256,Bike,rate the friendliness of your driver,1
R6199,F3799,V1518,Auto,rate the cleanliness of your cab,3
R6199,F3799,V1518,Auto,how was the drivers behavior,4
R6201,F3801,V0968,Auto,rate the cleanliness of your cab,1
R6201,F3801,V0968,Auto,how was the drivers behavior,1
R6202,F3802,V0963,Auto,rate the cleanliness of your cab,2
R6202,F3802,V0963,Auto,how was the drivers behavior,3
R6203,F3803,V1611,Auto,rate the cleanliness of your cab,3
R6203,F3803,V1611,Auto,how was the drivers behavior,3
R6204,F3804,V1630,Four wheeler,rate the cleanliness of your cab,1
R6204,F3804,V1630,Four wheeler,how was the drivers behavior,1
R6205,F3805,V0930,Auto,rate the cleanliness of your cab,1
R6205,F3805,V0930,Auto,how was the drivers behavior,4
R6206,F3806,V1242,Auto,rate the cleanliness of your cab,3
R6206,F3806,V1242,Auto,how was the drivers behavior,3
R6207,F3807,V1689,Bike,rate the use of helmet of your driver,1
R6207,F3807,V1689,Bike,rate the friendliness of your driver,1
R6208,F3808,V1204,Auto,rate the cleanliness of your cab,2
R6208,F3808,V1204,Auto,how was the drivers behavior,1
R6209,F3809,V1363,Auto,rate the cleanliness of your cab,4
R6209,F3809,V1363,Auto,how was the drivers behavior,4
R6210,F3810,V1690,Bike,rate the use of helmet of your driver,2
R6210,F3810,V1690,Bike,rate the friendliness of your driver,2
R6211,F3811,V1668,Auto,rate the cleanliness of your cab,1
R6211,F3811,V1668,Auto,how was the drivers behavior,1
R6212,F3812,V1381,Auto,rate the cleanliness of your cab,2
R6212,F3812,V1381,Auto,how was the drivers behavior,1
R6213,F3813,V1026,Four wheeler,rate the cleanliness of your cab,2
R6213,F3813,V1026,Four wheeler,how was the drivers behavior,3
R6214,F3814,V1658,Bike,rate the use of helmet of your driver,4
R6214,F3814,V1658,Bike,rate the friendliness of your driver,2
R6215,F3815,V1555,Four wheeler,rate the cleanliness of your cab,4
R6215,F3815,V1555,Four wheeler,how was the drivers behavior,1
R6218,F3818,V1487,Auto,rate the cleanliness of your cab,1
R6218,F3818,V1487,Auto,how was the drivers behavior,4
R6221,F3821,V0872,Auto,rate the cleanliness of your cab,2
R6221,F3821,V0872,Auto,how was the drivers behavior,1
R6222,F3822,V1306,Bike,rate the use of helmet of your driver,2
R6222,F3822,V1306,Bike,rate the friendliness of your driver,4
R6224,F3824,V1707,Bike,rate the use of helmet of your driver,4
R6224,F3824,V1707,Bike,rate the friendliness of your driver,4
R6225,F3825,V1661,Auto,rate the cleanliness of your cab,4
R6225,F3825,V1661,Auto,how was the drivers behavior,3
R6229,F3829,V0910,Auto,rate the cleanliness of your cab,4
R6229,F3829,V0910,Auto,how was the drivers behavior,4
R6230,F3830,V1100,Auto,rate the cleanliness of your cab,4
R6230,F3830,V1100,Auto,how was the drivers behavior,3
R6233,F3833,V1079,Bike,rate the use of helmet of your driver,4
R6233,F3833,V1079,Bike,rate the friendliness of your driver,2
R6234,F3834,V1215,Bike,rate the use of helmet of your driver,4
R6234,F3834,V1215,Bike,rate the friendliness of your driver,4
R6235,F3835,V1511,Four wheeler,rate the cleanliness of your cab,3
R6235,F3835,V1511,Four wheeler,how was the drivers behavior,2
R6237,F3837,V1680,Four wheeler,rate the cleanliness of your cab,4
R6237,F3837,V1680,Four wheeler,how was the drivers behavior,4
R6238,F3838,V0985,Auto,rate the cleanliness of your cab,2
R6238,F3838,V0985,Auto,how was the drivers behavior,4
R6241,F3841,V1694,Auto,rate the cleanliness of your cab,2
R6241,F3841,V1694,Auto,how was the drivers behavior,1
R6245,F3845,V1615,Four wheeler,rate the cleanliness of your cab,4
R6245,F3845,V1615,Four wheeler,how was the drivers behavior,1
R6246,F3846,V1153,Auto,rate the cleanliness of your cab,3
R6246,F3846,V1153,Auto,how was the drivers behavior,1
R6248,F3848,V1117,Auto,rate the cleanliness of your cab,3
R6248,F3848,V1117,Auto,how was the drivers behavior,3
R6249,F3849,V0894,Four wheeler,rate the cleanliness of your cab,3
R6249,F3849,V0894,Four wheeler,how was the drivers behavior,1
R6250,F3850,V1390,Auto,rate the cleanliness of your cab,4
R6250,F3850,V1390,Auto,how was the drivers behavior,3
R6251,F3851,V1173,Four wheeler,rate the cleanliness of your cab,4
R6251,F3851,V1173,Four wheeler,how was the drivers behavior,4
R6253,F3853,V0892,Four wheeler,rate the cleanliness of your cab,2
R6253,F3853,V0892,Four wheeler,how was the drivers behavior,2
R6256,F3856,V1659,Four wheeler,rate the cleanliness of your cab,2
R6256,F3856,V1659,Four wheeler,how was the drivers behavior,3
R6257,F3857,V1148,Auto,rate the cleanliness of your cab,3
R6257,F3857,V1148,Auto,how was the drivers behavior,3
R6258,F3858,V1213,Four wheeler,rate the cleanliness of your cab,2
R6258,F3858,V1213,Four wheeler,how was the drivers behavior,2
R6259,F3859,V1351,Auto,rate the cleanliness of your cab,4
R6259,F3859,V1351,Auto,how was the drivers behavior,2
R6260,F3860,V1021,Auto,rate the cleanliness of your cab,1
R6260,F3860,V1021,Auto,how was the drivers behavior,3
R6261,F3861,V1314,Four wheeler,rate the cleanliness of your cab,2
R6261,F3861,V1314,Four wheeler,how was the drivers behavior,3
R6262,F3862,V1044,Bike,rate the use of helmet of your driver,1
R6262,F3862,V1044,Bike,rate the friendliness of your driver,1
R6263,F3863,V1452,Bike,rate the use of helmet of your driver,2
R6263,F3863,V1452,Bike,rate the friendliness of your driver,2
R6267,F3867,V0895,Auto,rate the cleanliness of your cab,2
R6267,F3867,V0895,Auto,how was the drivers behavior,2
R6268,F3868,V1192,Auto,rate the cleanliness of your cab,4
R6268,F3868,V1192,Auto,how was the drivers behavior,4
R6269,F3869,V1162,Four wheeler,rate the cleanliness of your cab,2
R6269,F3869,V1162,Four wheeler,how was the drivers behavior,2
R6270,F3870,V1704,Auto,rate the cleanliness of your cab,4
R6270,F3870,V1704,Auto,how was the drivers behavior,4
R6271,F3871,V1160,Four wheeler,rate the cleanliness of your cab,1
R6271,F3871,V1160,Four wheeler,how was the drivers behavior,2
R6272,F3872,V1307,Bike,rate the use of helmet of your driver,1
R6272,F3872,V1307,Bike,rate the friendliness of your driver,3
R6273,F3873,V0977,Four wheeler,rate the cleanliness of your cab,4
