v_id,v_number,v_type,v_name,v_color,v_insurance_end_date
V1705,MP-07-5428,Auto,Auto,Yellow,2026-10-04
V1706,MP-09-4608,Auto,Auto,Yellow,2026-04-26
V1707,MP-05-4554,Auto,Auto,Yellow,2025-03-27
V1708,MP-06-8186,Bike,Fury,Red,2026-12-14
V1709,MP-10-7599,Bike,Firestorm,Black,2026-09-24
V1710,MP-09-5928,Auto,Auto,Yellow,2023-05-22
V1711,MP-08-0090,Auto,Auto,Yellow,2025-04-03
V1712,MP-04-5283,Auto,Auto,Yellow,2027-02-02
V1713,MP-04-1380,Auto,Auto,Yellow,2027-05-10
V1714,MP-06-8958,Auto,Auto,Yellow,2022-08-30
V1715,MP-04-7161,Auto,Auto,Yellow,2027-03-21
V1716,MP-03-9780,Auto,Auto,Yellow,2026-08-27
V1717,MP-04-0578,Bike,Firestorm,Yellow,2023-12-28
V1718,MP-05-8648,Four wheeler,Bolero,Red,2027-06-22
V1719,MP-06-6306,Auto,Auto,Yellow,2028-03-13
V1720,MP-07-0317,Bike,Firestorm,Red,2025-11-30
V1721,MP-07-8454,Auto,Auto,Yellow,2023-10-27
V1722,MP-10-5649,Four wheeler,Suzuki,White,2025-08-04
V1723,MP-04-6535,Auto,Auto,Yellow,2026-03-15
V1724,MP-05-9509,Four wheeler,Suzuki,Black,2025-04-03
V1725,MP-01-4088,Bike,Dominator,Red,2027-07-03
V1726,MP-06-7414,Four wheeler,Celerio,Red,2025-05-04
V1727,MP-09-6287,Auto,Auto,Yellow,2027-12-20
V1728,MP-02-9215,Auto,Auto,Yellow,2024-10-22
V1729,MP-04-4475,Auto,Auto,Yellow,2023-03-05
V1730,MP-08-1506,Bike,Fury,Red,2026-08-11
V1731,MP-06-9352,Auto,Auto,Yellow,2024-10-06
V1732,MP-04-5372,Bike,Fury,Black,2025-04-29
V1733,MP-02-3596,Auto,Auto,Yellow,2026-09-01
V1734,MP-07-8792,Auto,Auto,Yellow,2026-10-30
V1735,MP-08-9908,Bike,Firestorm,White,2028-02-23
V1736,MP-04-9351,Auto,Auto,Yellow,2025-08-26
V1737,MP-02-2881,Auto,Auto,Yellow,2023-12-17
V1738,MP-04-5545,Four wheeler,Ertiga,Black,2027-07-23
V1739,MP-08-0909,Auto,Auto,Yellow,2025-07-16
V1740,MP-01-2211,Auto,Auto,Yellow,2024-11-23
V1741,MP-03-9543,Auto,Auto,Yellow,2028-01-08
V1742,MP-01-3846,Auto,Auto,Yellow,2027-11-12
V1743,MP-02-3381,Bike,Firestorm,Red,2022-12-01
V1744,MP-04-6584,Bike,Dominator,Black,2025-01-21
V1745,MP-08-0115,Auto,Auto,Yellow,2025-03-10
V1746,MP-05-8526,Auto,Auto,Yellow,2025-03-05
V1747,MP-07-9691,Four wheeler,Skoda,Red,2022-10-27
V1748,MP-08-8980,Bike,Viper,Red,2025-07-02
V1749,MP-05-0896,Auto,Auto,Yellow,2028-04-18
V1750,MP-04-0982,Four wheeler,Suzuki,Yellow,2026-05-13
