c_id,c_code,c_discount%,c_pass_id,c_allocation_date,c_validity_date
C2307,CARDAXIS,15,P2316,2022-06-29,2022-07-06
C2308,CARDAXIS,15,P3175,2022-03-26,2022-04-02
C2309,OFF20,20,P2345,2022-11-09,2022-11-15
C2310,CARDAXIS,15,P2897,2022-03-25,2022-04-02
C2311,CARDAXIS,15,P3020,2022-05-05,2022-05-09
C2312,CARDAXIS,15,P3233,2022-12-25,2023-01-01
C2313,NEWOFF,5,P3455,2022-05-04,2022-05-06
C2314,CARDAXIS,15,P3421,2022-12-10,2022-12-16
C2315,NEWOFF,5,P2506,2022-07-10,2022-07-11
C2316,NEWOFF,5,P2461,2022-12-09,2022-12-11
C2317,OFF20,20,P2762,2022-12-06,2022-12-20
C2318,CARDAXIS,15,P3378,2022-10-08,2022-10-14
C2319,NEWOFF,5,P3120,2022-02-07,2022-02-08
C2320,OFF20,20,P2861,2022-12-10,2022-12-17
C2321,OFF20,20,P3185,2022-10-25,2022-11-03
C2322,CARDAXIS,15,P2957,2022-06-20,2022-06-26
C2323,CARDAXIS,15,P3557,2022-04-24,2022-05-03
C2324,CARDAXIS,15,P3461,2022-05-15,2022-05-24
C2325,CARDAXIS,15,P3525,2022-12-31,2023-01-08
C2326,CARDAXIS,15,P2889,2022-12-14,2022-12-22
C2327,OFF20,20,P2438,2022-02-07,2022-02-18
C2328,NEWOFF,5,P2468,2022-09-18,2022-09-19
C2329,OFF20,20,P2694,2022-12-19,2022-12-26
C2330,NEWOFF,5,P2312,2022-11-23,2022-11-25
C2331,CARDAXIS,15,P3467,2022-09-29,2022-10-08
C2332,CARDAXIS,15,P2951,2022-07-18,2022-07-25
C2333,OFF20,20,P3061,2022-01-22,2022-01-28
C2334,NEWOFF,5,P2494,2022-02-22,2022-02-24
C2335,OFF20,20,P3535,2022-07-01,2022-07-08
C2336,NEWOFF,5,P3080,2022-05-27,2022-05-29
C2337,NEWOFF,5,P3652,2022-06-14,2022-06-15
C2338,OFF20,20,P3078,2022-02-14,2022-02-22
C2339,OFF20,20,P2772,2022-02-04,2022-02-11
C2340,NEWOFF,5,P2452,2022-12-02,2022-12-03
C2341,OFF20,20,P3700,2022-03-21,2022-03-28
C2342,CARDAXIS,15,P2309,2022-03-20,2022-03-24
C2343,NEWOFF,5,P3469,2022-12-21,2022-12-23
C2344,CARDAXIS,15,P2816,2022-03-26,2022-03-30
C2345,NEWOFF,5,P3001,2022-10-05,2022-10-06
C2346,CARDAXIS,15,P2279,2022-12-19,2022-12-22
C2347,NEWOFF,5,P2231,2022-02-14,2022-02-15
C2348,NEWOFF,5,P3670,2022-04-08,2022-04-09
C2349,NEWOFF,5,P2633,2022-01-26,2022-01-27
C2350,OFF20,20,P3555,2022-04-15,2022-04-28
C2351,OFF20,20,P3062,2022-05-06,2022-05-15
C2352,CARDAXIS,15,P3510,2022-11-01,2022-11-04
C2353,CARDAXIS,15,P2729,2022-10-19,2022-10-27
C2354,OFF20,20,P3462,2022-11-24,2022-12-07
C2355,CARDAXIS,15,P3237,2022-03-01,2022-03-08
C2356,OFF20,20,P3599,2022-08-20,2022-08-25
C2357,OFF20,20,P2399,2022-10-31,2022-11-07
C2358,CARDAXIS,15,P2768,2022-05-21,2022-05-27
C2359,CARDAXIS,15,P3104,2022-04-04,2022-04-11
C2360,NEWOFF,5,P3262,2022-06-03,2022-06-05
C2361,OFF20,20,P3109,2022-01-03,2022-01-13
C2362,CARDAXIS,15,P3257,2022-09-13,2022-09-20
C2363,OFF20,20,P2425,2022-12-24,2023-01-06
C2364,CARDAXIS,15,P2858,2022-05-05,2022-05-11
C2365,OFF20,20,P2729,2022-09-14,2022-09-20
C2366,OFF20,20,P3438,2022-04-18,2022-04-27
C2367,OFF20,20,P2999,2022-10-22,2022-11-05
C2368,OFF20,20,P2759,2022-09-29,2022-10-09
C2369,OFF20,20,P3660,2022-11-18,2022-11-28
C2370,OFF20,20,P2282,2022-06-29,2022-07-09
C2371,CARDAXIS,15,P2318,2022-05-02,2022-05-05
C2372,NEWOFF,5,P3648,2022-09-30,2022-10-02
C2373,CARDAXIS,15,P3130,2022-12-12,2022-12-19
C2374,CARDAXIS,15,P3331,2022-11-04,2022-11-13
C2375,OFF20,20,P2316,2022-09-01,2022-09-15
C2376,CARDAXIS,15,P3020,2022-04-07,2022-04-11
C2377,CARDAXIS,15,P3506,2022-02-06,2022-02-15
C2378,NEWOFF,5,P3691,2022-08-08,2022-08-09
C2379,CARDAXIS,15,P2636,2022-12-17,2022-12-25
C2380,NEWOFF,5,P3453,2022-09-18,2022-09-20
C2381,NEWOFF,5,P2314,2022-04-27,2022-04-29
C2382,NEWOFF,5,P2844,2022-04-18,2022-04-20
C2383,OFF20,20,P3121,2022-06-13,2022-06-20
C2384,OFF20,20,P3350,2022-12-22,2022-12-28
C2385,NEWOFF,5,P2543,2022-11-09,2022-11-10
C2386,NEWOFF,5,P2887,2022-08-31,2022-09-02
C2387,OFF20,20,P3052,2022-11-02,2022-11-14
C2388,CARDAXIS,15,P2499,2022-03-21,2022-03-26
C2389,CARDAXIS,15,P3563,2022-07-03,2022-07-06
C2390,NEWOFF,5,P2282,2022-12-30,2022-12-31
C2391,OFF20,20,P2601,2022-04-29,2022-05-09
C2392,NEWOFF,5,P3262,2022-04-27,2022-04-29
C2393,CARDAXIS,15,P3429,2022-01-25,2022-01-28
C2394,OFF20,20,P3593,2022-02-12,2022-02-24
C2395,CARDAXIS,15,P2252,2022-08-28,2022-09-04
C2396,NEWOFF,5,P3004,2022-01-01,2022-01-02
C2397,OFF20,20,P3672,2022-07-07,2022-07-13
C2398,OFF20,20,P2803,2022-09-14,2022-09-23
C2399,CARDAXIS,15,P3673,2022-11-15,2022-11-19
C2400,OFF20,20,P2695,2022-11-03,2022-11-11
